folder,filename,tags
occasion_conference,1.jpg,"print,t-shirt,suit-jacket,pants"
occasion_conference,10.jpg,"chiffon,colorblock,suit-jacket,skirt,shirt"
occasion_conference,100.jpg,"chiffon,shirt,skirt,dress-shirt,long-skirt"
occasion_conference,101.jpg,"cotton,linen,jacket,t-shirt,pants"
occasion_conference,102.jpg,"chiffon,cotton,linen,t-shirt,pants"
occasion_conference,103.jpg,"leather,pleated,striped,t-shirt,dress"
occasion_conference,104.jpg,"chiffon,pleated,dress-shirt,jacket,skirt,long-skirt"
occasion_conference,105.jpg,"chiffon,denim,floral,print,shirt,pants"
occasion_conference,106.jpg,"cotton,pleated,textured,suit-jacket,dress-shirt,skirt,socks"
occasion_conference,107.jpg,"chiffon,striped,suit-jacket,shirt,suit-pants"
occasion_conference,108.jpg,"cotton,faux-leather,leather,trench-coat,t-shirt,button-up-shirt,pants"
occasion_conference,109.jpg,"leather,woven,shirt,pants"
occasion_conference,11.jpg,"faux-leather,leather,t-shirt,suit-jacket,suit-pants"
occasion_conference,110.jpg,"faux-leather,leather,textured,jacket,skirt,suit-jacket"
occasion_conference,111.jpg,"woven,suit-jacket,shirt,skirt,dress-shirt"
occasion_conference,112.jpg,"chiffon,pleated,coat,shirt,pants"
occasion_conference,113.jpg,"leather,woven,shirt,jacket,skirt,socks"
occasion_conference,114.jpg,"floral,print,button-up-shirt,pants"
occasion_conference,115.jpg,"cotton,denim,leather,suit-jacket,shirt,suit-pants"
occasion_conference,116.jpg,"chiffon,print,summer,shirt,vest,pants"
occasion_conference,118.jpg,"colorblock,pleated,striped,suit-jacket,dress-shirt,skirt,"
occasion_conference,119.jpg,"crochet,pleated,button-up-shirt,pants,shirt,skirt,long-skirt"
occasion_conference,122.jpg,"chiffon,cotton,striped,suit-jacket,pants"
occasion_conference,13.jpg,"cotton,faux-leather,leather,coat,shirt,skirt,sweater"
occasion_conference,130.jpg,"chiffon,floral,t-shirt,jumpsuit,dress,pants"
occasion_conference,131.jpg,"cotton,suit-jacket,suit-pants,shirt"
occasion_conference,132.jpg,"faux-leather,leather,jacket,polo-shirt,pants"
occasion_conference,133.jpg,"cotton,denim,striped,t-shirt,suit-jacket,suit-pants"
occasion_conference,134.jpg,"chiffon,striped,dress,jacket"
occasion_conference,135.jpg,"chiffon,pleated,shirt,pants"
occasion_conference,136.jpg,"cargo,cotton,utility,jacket,button-up-shirt,pants"
occasion_conference,137.jpg,"cotton,button-up-shirt,pants"
occasion_conference,138.jpg,"leather,t-shirt,jumpsuit,pants"
occasion_conference,139.jpg,"cotton,denim,leather,striped,suit-jacket,button-up-shirt,pants"
occasion_conference,14.jpg,"floral,print,vest,shirt,pants"
occasion_conference,140.jpg,"cotton,faux-leather,leather,jacket,button-up-shirt,pants"
occasion_conference,141.jpg,"cotton,print,woven,suit-jacket,polo-shirt,suit-pants"
occasion_conference,117.jpg,"chiffon,leather,pleated,suit-jacket,pants,t-shirt"
occasion_conference,12.jpg,"denim,floral,print,dress,button-up-shirt,long-skirt"
occasion_conference,120.jpg,"denim,leather,dress,button-up-shirt,jacket,pants"
occasion_conference,121.jpg,"chiffon,denim,t-shirt,skirt, leggings"
occasion_conference,123.jpg,"cotton,woven,shirt,pants"
occasion_conference,124.jpg,"chiffon,pleated,shirt,skirt,dress-shirt"
occasion_conference,125.jpg,"chiffon,pleated,striped,dress,pants"
occasion_conference,126.jpg,"pleated,shirt,pants"
occasion_conference,127.jpg,"chiffon,mesh,sheer,t-shirt,pants"
occasion_conference,128.jpg,"chiffon,colorblock,cotton,sweater,pants,shirt,dress-shirt"
occasion_conference,129.jpg,"colorblock,t-shirt,pants"
occasion_conference,142.jpg,"cotton,denim,pleated,striped,jumpsuit,pants"
occasion_conference,143.jpg,"cotton,suit-jacket,dress-shirt,pants"
occasion_conference,144.jpg,"cotton,leather,textured,suit-jacket,dress-shirt,pants"
occasion_conference,145.jpg,"chiffon,pleated,striped,button-up-shirt,pants"
occasion_conference,146.jpg,"chiffon,pleated,dress-shirt,skirt,long-skirt"
occasion_conference,147.jpg,"leather,striped,t-shirt,suit-jacket,pants"
occasion_conference,15.jpg,"cotton,suit-jacket,sweater-vest,shorts,shirt"
occasion_conference,151.jpg,"colorblock,cotton,striped,dress-shirt,vest,pants"
occasion_conference,167.jpg,"cotton,denim,leather,shirt,jacket,skirt,long-skirt"
occasion_conference,169.jpg,"chiffon,leather,pleated,shirt,pants"
occasion_conference,17.jpg,"chiffon,jumpsuit,shirt"
occasion_conference,170.jpg,"crochet,denim,floral,print,t-shirt,sweater,skirt,leggings"
occasion_conference,171.jpg,"cotton,suit-jacket,suit-pants,shirt,dress-shirt"
occasion_conference,172.jpg,"chiffon,cotton,woven,suit-jacket,pants,turtleneck"
occasion_conference,173.jpg,"cotton,denim,striped,dress-shirt,pants"
occasion_conference,174.jpg,"floral,print,striped,shirt,pants"
occasion_conference,175.jpg,"cotton,dress-shirt,pants"
occasion_conference,176.jpg,"denim,pleated,sweater,skirt,dress"
occasion_conference,177.jpg,"leather,pleated,turtleneck,long-skirt"
occasion_conference,178.jpg,"faux-leather,floral,leather,pleated,striped,summer,jacket,skirt,leggings"
occasion_conference,179.jpg,"cotton,denim,leather,t-shirt,suit-jacket,pants"
occasion_conference,18.jpg,"faux-leather,leather,mesh,turtleneck,pants"
occasion_conference,180.jpg,"chiffon,floral,pleated,print,summer,shirt,skirt"
occasion_conference,181.jpg,"floral,print,shirt,overalls,pants"
occasion_conference,182.jpg,"chiffon,faux-leather,leather,suit-jacket,shirt,pants"
occasion_conference,187.jpg,"chiffon,pleated,shirt,suit-jacket,pants"
occasion_conference,194.jpg,"chiffon,pleated,summer,dress-shirt,jacket,skirt,long-skirt"
occasion_conference,195.jpg,"colorblock,cotton,print,sweater-vest,dress-shirt,pants"
occasion_conference,196.jpg,"leather,print,jacket,pants,shirt,knit-top"
occasion_conference,197.jpg,"crochet,floral,summer,sweater,dress,skirt"
occasion_conference,198.jpg,"chiffon,faux-leather,leather,shirt,jacket,pants"
occasion_conference,199.jpg,"chiffon,faux-leather,leather,pleated,striped,trench-coat,shirt,skirt,dress"
occasion_conference,2.jpg,"print,shirt,pants"
occasion_conference,20.jpg,"floral,print,striped,dress,jacket,leggings"
occasion_conference,200.jpg,"cotton,suit-jacket,shirt,suit-pants"
occasion_conference,201.jpg,"chiffon,crochet,striped,knit-top,pants"
occasion_conference,202.jpg,"cotton,suit-jacket,suit-pants,shirt"
occasion_conference,203.jpg,"cotton,sweater,long-skirt,pants"
occasion_conference,204.jpg,"cotton,suit-jacket,shirt,suit-pants"
occasion_conference,205.jpg,"chiffon,pleated,sweater,pants"
occasion_conference,206.jpg,"chiffon,colorblock,leather,pleated,dress-shirt,dress,leggings"
occasion_conference,207.jpg,"colorblock,cotton,print,striped,sweater-vest,shirt,pants"
occasion_conference,208.jpg,"cotton,denim,jacket,dress-shirt,jeans"
occasion_conference,209.jpg,"chiffon,leather,shirt,sweater,skirt,dress-shirt"
occasion_conference,212.jpg,"cotton,denim,leather,utility,turtleneck,jacket,pants"
occasion_conference,213.jpg,"faux-leather,leather,turtleneck,jacket,skirt,dress"
occasion_conference,214.jpg,"cotton,denim,leather,suit-jacket,shirt,pants"
occasion_conference,215.jpg,"faux-leather,leather,striped,vest,shirt,pants"
occasion_conference,216.jpg,"pleated,textured,jacket,dress,t-shirt"
